Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Brent,E09000005,Upper tier local authority,08/03/2020,1,3
Bromley,E09000006,Upper tier local authority,08/03/2020,1,2
Buckinghamshire,E10000002,Upper tier local authority,08/03/2020,1,5
Camden,E09000007,Upper tier local authority,08/03/2020,2,6
Coventry,E08000026,Upper tier local authority,08/03/2020,1,3
Cumbria,E10000006,Upper tier local authority,08/03/2020,3,8
Derbyshire,E10000007,Upper tier local authority,08/03/2020,1,8
Devon,E10000008,Upper tier local authority,08/03/2020,1,20
Ealing,E09000009,Upper tier local authority,08/03/2020,1,8
Enfield,E09000010,Upper tier local authority,08/03/2020,1,2
Gloucestershire,E10000013,Upper tier local authority,08/03/2020,1,4
Hackney,E09000012,Upper tier local authority,08/03/2020,1,3
Hampshire,E10000014,Upper tier local authority,08/03/2020,1,11
Haringey,E09000014,Upper tier local authority,08/03/2020,1,1
Hertfordshire,E10000015,Upper tier local authority,08/03/2020,2,19
Hillingdon,E09000017,Upper tier local authority,08/03/2020,2,6
Islington,E09000019,Upper tier local authority,08/03/2020,1,2
Kensington and Chelsea,E09000020,Upper tier local authority,08/03/2020,2,19
Kent,E10000016,Upper tier local authority,08/03/2020,1,7
Kingston upon Thames,E09000021,Upper tier local authority,08/03/2020,1,2
Oxfordshire,E10000025,Upper tier local authority,08/03/2020,1,9
Reading,E06000038,Upper tier local authority,08/03/2020,1,1
Sheffield,E08000019,Upper tier local authority,08/03/2020,3,12
Shropshire,E06000051,Upper tier local authority,08/03/2020,1,2
Slough,E06000039,Upper tier local authority,08/03/2020,3,4
South Gloucestershire,E06000025,Upper tier local authority,08/03/2020,1,1
Southwark,E09000028,Upper tier local authority,08/03/2020,2,11
Surrey,E10000030,Upper tier local authority,08/03/2020,2,8
Tower Hamlets,E09000030,Upper tier local authority,08/03/2020,1,6
Wandsworth,E09000032,Upper tier local authority,08/03/2020,2,5
Westminster,E09000033,Upper tier local authority,08/03/2020,1,12
Wirral,E08000015,Upper tier local authority,08/03/2020,2,3
Wolverhampton,E08000031,Upper tier local authority,08/03/2020,1,5
England,E92000001,Country,07/03/2020,47,387
West Midlands,E12000005,Region,07/03/2020,5,25
East of England,E12000006,Region,07/03/2020,3,28
North West,E12000002,Region,07/03/2020,6,42
East Midlands,E12000004,Region,07/03/2020,4,31
South West,E12000009,Region,07/03/2020,2,46
London,E12000007,Region,07/03/2020,14,110
Yorkshire and The Humber,E12000003,Region,07/03/2020,5,23
North East,E12000001,Region,07/03/2020,2,7
South East,E12000008,Region,07/03/2020,4,56
Bolton,E08000001,Upper tier local authority,07/03/2020,1,3
Brent,E09000005,Upper tier local authority,07/03/2020,1,2
Brighton and Hove,E06000043,Upper tier local authority,07/03/2020,1,4
"Bristol, City of",E06000023,Upper tier local authority,07/03/2020,1,3
Buckinghamshire,E10000002,Upper tier local authority,07/03/2020,1,4
Bury,E08000002,Upper tier local authority,07/03/2020,1,4
Camden,E09000007,Upper tier local authority,07/03/2020,1,4
Croydon,E09000008,Upper tier local authority,07/03/2020,1,1
Cumbria,E10000006,Upper tier local authority,07/03/2020,1,5
Dudley,E08000027,Upper tier local authority,07/03/2020,1,1
Ealing,E09000009,Upper tier local authority,07/03/2020,1,7
Greenwich,E09000011,Upper tier local authority,07/03/2020,1,1
Hertfordshire,E10000015,Upper tier local authority,07/03/2020,2,17
Kensington and Chelsea,E09000020,Upper tier local authority,07/03/2020,1,17
Lambeth,E09000022,Upper tier local authority,07/03/2020,2,5
Leeds,E08000035,Upper tier local authority,07/03/2020,2,4
Lewisham,E09000023,Upper tier local authority,07/03/2020,1,3
Liverpool,E08000012,Upper tier local authority,07/03/2020,1,5
Newcastle upon Tyne,E08000021,Upper tier local authority,07/03/2020,1,4
Northamptonshire,E10000021,Upper tier local authority,07/03/2020,1,6
Nottingham,E06000018,Upper tier local authority,07/03/2020,1,3
Nottinghamshire,E10000024,Upper tier local authority,07/03/2020,2,8
Oldham,E08000004,Upper tier local authority,07/03/2020,2,4
Oxfordshire,E10000025,Upper tier local authority,07/03/2020,1,8
Sheffield,E08000019,Upper tier local authority,07/03/2020,3,9
Shropshire,E06000051,Upper tier local authority,07/03/2020,1,1
Southwark,E09000028,Upper tier local authority,07/03/2020,1,9
Suffolk,E10000029,Upper tier local authority,07/03/2020,1,1
Sunderland,E08000024,Upper tier local authority,07/03/2020,1,1
Sutton,E09000029,Upper tier local authority,07/03/2020,1,3
Torbay,E06000027,Upper tier local authority,07/03/2020,1,6
Tower Hamlets,E09000030,Upper tier local authority,07/03/2020,1,5
West Berkshire,E06000037,Upper tier local authority,07/03/2020,1,1
Westminster,E09000033,Upper tier local authority,07/03/2020,2,11
Wolverhampton,E08000031,Upper tier local authority,07/03/2020,3,4
England,E92000001,Country,06/03/2020,74,340
West Midlands,E12000005,Region,06/03/2020,2,20
East of England,E12000006,Region,06/03/2020,5,25
North West,E12000002,Region,06/03/2020,2,36
East Midlands,E12000004,Region,06/03/2020,7,27
South West,E12000009,Region,06/03/2020,11,44
London,E12000007,Region,06/03/2020,23,96
Yorkshire and The Humber,E12000003,Region,06/03/2020,2,18
North East,E12000001,Region,06/03/2020,1,5
South East,E12000008,Region,06/03/2020,17,52
Barnet,E09000003,Upper tier local authority,06/03/2020,1,9
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,06/03/2020,1,3
"Bristol, City of",E06000023,Upper tier local authority,06/03/2020,1,2
Buckinghamshire,E10000002,Upper tier local authority,06/03/2020,1,3
Camden,E09000007,Upper tier local authority,06/03/2020,1,3
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,06/03/2020,2,5
Coventry,E08000026,Upper tier local authority,06/03/2020,1,2
Darlington,E06000005,Upper tier local authority,06/03/2020,1,1
Derby,E06000015,Upper tier local authority,06/03/2020,1,1
Derbyshire,E10000007,Upper tier local authority,06/03/2020,1,7
Devon,E10000008,Upper tier local authority,06/03/2020,4,19
Enfield,E09000010,Upper tier local authority,06/03/2020,1,1
Essex,E10000012,Upper tier local authority,06/03/2020,1,5
Hackney,E09000012,Upper tier local authority,06/03/2020,1,2
Hammersmith and Fulham,E09000013,Upper tier local authority,06/03/2020,2,3
Hampshire,E10000014,Upper tier local authority,06/03/2020,7,10
Havering,E09000016,Upper tier local authority,06/03/2020,2,2
"Herefordshire, County of",E06000019,Upper tier local authority,06/03/2020,1,1
Hertfordshire,E10000015,Upper tier local authority,06/03/2020,4,15
Kent,E10000016,Upper tier local authority,06/03/2020,1,6
Lambeth,E09000022,Upper tier local authority,06/03/2020,1,3
Leicestershire,E10000018,Upper tier local authority,06/03/2020,1,4
Liverpool,E08000012,Upper tier local authority,06/03/2020,1,4
Merton,E09000024,Upper tier local authority,06/03/2020,2,3
Milton Keynes,E06000042,Upper tier local authority,06/03/2020,1,3
North Lincolnshire,E06000013,Upper tier local authority,06/03/2020,1,1
North Yorkshire,E10000023,Upper tier local authority,06/03/2020,1,2
Northamptonshire,E10000021,Upper tier local authority,06/03/2020,2,5
Nottinghamshire,E10000024,Upper tier local authority,06/03/2020,2,6
Oxfordshire,E10000025,Upper tier local authority,06/03/2020,3,7
Richmond upon Thames,E09000027,Upper tier local authority,06/03/2020,2,2
Slough,E06000039,Upper tier local authority,06/03/2020,1,1
Somerset,E10000027,Upper tier local authority,06/03/2020,1,1
Southwark,E09000028,Upper tier local authority,06/03/2020,2,8
Surrey,E10000030,Upper tier local authority,06/03/2020,2,6
Sutton,E09000029,Upper tier local authority,06/03/2020,1,2
Swindon,E06000030,Upper tier local authority,06/03/2020,1,2
Tameside,E08000008,Upper tier local authority,06/03/2020,1,1
Torbay,E06000027,Upper tier local authority,06/03/2020,1,5
Tower Hamlets,E09000030,Upper tier local authority,06/03/2020,1,4
Waltham Forest,E09000031,Upper tier local authority,06/03/2020,1,2
Westminster,E09000033,Upper tier local authority,06/03/2020,5,9
Windsor and Maidenhead,E06000040,Upper tier local authority,06/03/2020,1,1
England,E92000001,Country,05/03/2020,47,266
West Midlands,E12000005,Region,05/03/2020,6,18
East of England,E12000006,Region,05/03/2020,1,20
North West,E12000002,Region,05/03/2020,10,34
East Midlands,E12000004,Region,05/03/2020,3,20
South West,E12000009,Region,05/03/2020,4,33
London,E12000007,Region,05/03/2020,14,73
Yorkshire and The Humber,E12000003,Region,05/03/2020,2,16
North East,E12000001,Region,05/03/2020,2,4
South East,E12000008,Region,05/03/2020,4,35
Barnet,E09000003,Upper tier local authority,05/03/2020,1,8
Birmingham,E08000025,Upper tier local authority,05/03/2020,1,3
Bolton,E08000001,Upper tier local authority,05/03/2020,1,2
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,05/03/2020,2,2
Cambridgeshire,E10000003,Upper tier local authority,05/03/2020,1,2
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,05/03/2020,1,3
Coventry,E08000026,Upper tier local authority,05/03/2020,1,1
Cumbria,E10000006,Upper tier local authority,05/03/2020,2,4
Devon,E10000008,Upper tier local authority,05/03/2020,1,15
Ealing,E09000009,Upper tier local authority,05/03/2020,1,6
Hampshire,E10000014,Upper tier local authority,05/03/2020,1,3
Hillingdon,E09000017,Upper tier local authority,05/03/2020,2,4
Kensington and Chelsea,E09000020,Upper tier local authority,05/03/2020,6,16
Kent,E10000016,Upper tier local authority,05/03/2020,2,5
Lancashire,E10000017,Upper tier local authority,05/03/2020,2,4
Leicestershire,E10000018,Upper tier local authority,05/03/2020,1,3
Manchester,E08000003,Upper tier local authority,05/03/2020,2,4
Newcastle upon Tyne,E08000021,Upper tier local authority,05/03/2020,1,3
North Tyneside,E08000022,Upper tier local authority,05/03/2020,1,1
Northamptonshire,E10000021,Upper tier local authority,05/03/2020,1,3
Nottingham,E06000018,Upper tier local authority,05/03/2020,1,2
Oldham,E08000004,Upper tier local authority,05/03/2020,1,2
Sheffield,E08000019,Upper tier local authority,05/03/2020,2,6
Southwark,E09000028,Upper tier local authority,05/03/2020,1,6
Staffordshire,E10000028,Upper tier local authority,05/03/2020,1,4
Stockport,E08000007,Upper tier local authority,05/03/2020,1,2
Tower Hamlets,E09000030,Upper tier local authority,05/03/2020,1,3
Waltham Forest,E09000031,Upper tier local authority,05/03/2020,1,1
Warwickshire,E10000031,Upper tier local authority,05/03/2020,2,7
Westminster,E09000033,Upper tier local authority,05/03/2020,1,4
Wigan,E08000010,Upper tier local authority,05/03/2020,1,4
Wokingham,E06000041,Upper tier local authority,05/03/2020,1,3
Wolverhampton,E08000031,Upper tier local authority,05/03/2020,1,1
England,E92000001,Country,04/03/2020,49,219
West Midlands,E12000005,Region,04/03/2020,3,12
East of England,E12000006,Region,04/03/2020,7,19
North West,E12000002,Region,04/03/2020,2,24
East Midlands,E12000004,Region,04/03/2020,2,17
South West,E12000009,Region,04/03/2020,6,29
London,E12000007,Region,04/03/2020,18,59
Yorkshire and The Humber,E12000003,Region,04/03/2020,2,14
North East,E12000001,Region,04/03/2020,1,2
South East,E12000008,Region,04/03/2020,7,31
Barnet,E09000003,Upper tier local authority,04/03/2020,4,7
Brighton and Hove,E06000043,Upper tier local authority,04/03/2020,1,3
Buckinghamshire,E10000002,Upper tier local authority,04/03/2020,1,2
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,04/03/2020,1,2
Derbyshire,E10000007,Upper tier local authority,04/03/2020,2,6
Devon,E10000008,Upper tier local authority,04/03/2020,3,14
Ealing,E09000009,Upper tier local authority,04/03/2020,1,5
Essex,E10000012,Upper tier local authority,04/03/2020,2,4
Gloucestershire,E10000013,Upper tier local authority,04/03/2020,1,3
Hammersmith and Fulham,E09000013,Upper tier local authority,04/03/2020,1,1
Hampshire,E10000014,Upper tier local authority,04/03/2020,1,2
Hertfordshire,E10000015,Upper tier local authority,04/03/2020,2,11
Hillingdon,E09000017,Upper tier local authority,04/03/2020,1,2
Isle of Wight,E06000046,Upper tier local authority,04/03/2020,1,1
Kensington and Chelsea,E09000020,Upper tier local authority,04/03/2020,4,10
Lambeth,E09000022,Upper tier local authority,04/03/2020,1,2
Leeds,E08000035,Upper tier local authority,04/03/2020,1,2
Lewisham,E09000023,Upper tier local authority,04/03/2020,1,2
Luton,E06000032,Upper tier local authority,04/03/2020,2,2
Manchester,E08000003,Upper tier local authority,04/03/2020,1,2
Medway,E06000035,Upper tier local authority,04/03/2020,2,3
Newcastle upon Tyne,E08000021,Upper tier local authority,04/03/2020,1,2
Sheffield,E08000019,Upper tier local authority,04/03/2020,1,4
Southampton,E06000045,Upper tier local authority,04/03/2020,1,1
Southend-on-Sea,E06000033,Upper tier local authority,04/03/2020,1,1
Southwark,E09000028,Upper tier local authority,04/03/2020,1,5
Staffordshire,E10000028,Upper tier local authority,04/03/2020,1,3
Sutton,E09000029,Upper tier local authority,04/03/2020,1,1
Tower Hamlets,E09000030,Upper tier local authority,04/03/2020,2,2
Trafford,E08000009,Upper tier local authority,04/03/2020,1,4
Warwickshire,E10000031,Upper tier local authority,04/03/2020,2,5
Westminster,E09000033,Upper tier local authority,04/03/2020,1,3
Wiltshire,E06000054,Upper tier local authority,04/03/2020,1,4
England,E92000001,Country,03/03/2020,52,170
West Midlands,E12000005,Region,03/03/2020,1,9
East of England,E12000006,Region,03/03/2020,7,12
North West,E12000002,Region,03/03/2020,7,22
East Midlands,E12000004,Region,03/03/2020,7,15
South West,E12000009,Region,03/03/2020,10,23
London,E12000007,Region,03/03/2020,6,41
Yorkshire and The Humber,E12000003,Region,03/03/2020,3,12
South East,E12000008,Region,03/03/2020,9,24
Barnsley,E08000016,Upper tier local authority,03/03/2020,1,2
Bracknell Forest,E06000036,Upper tier local authority,03/03/2020,1,1
"Bristol, City of",E06000023,Upper tier local authority,03/03/2020,1,1
Cambridgeshire,E10000003,Upper tier local authority,03/03/2020,1,1
Cumbria,E10000006,Upper tier local authority,03/03/2020,2,2
Derbyshire,E10000007,Upper tier local authority,03/03/2020,1,4
Devon,E10000008,Upper tier local authority,03/03/2020,6,11
Ealing,E09000009,Upper tier local authority,03/03/2020,1,4
Essex,E10000012,Upper tier local authority,03/03/2020,1,2
Harrow,E09000015,Upper tier local authority,03/03/2020,1,1
Hertfordshire,E10000015,Upper tier local authority,03/03/2020,5,9
Hounslow,E09000018,Upper tier local authority,03/03/2020,1,4
Kent,E10000016,Upper tier local authority,03/03/2020,1,3
Lambeth,E09000022,Upper tier local authority,03/03/2020,1,1
Lincolnshire,E10000019,Upper tier local authority,03/03/2020,2,2
Liverpool,E08000012,Upper tier local authority,03/03/2020,2,3
Manchester,E08000003,Upper tier local authority,03/03/2020,1,1
Milton Keynes,E06000042,Upper tier local authority,03/03/2020,1,2
North Yorkshire,E10000023,Upper tier local authority,03/03/2020,1,1
Northamptonshire,E10000021,Upper tier local authority,03/03/2020,1,2
Nottinghamshire,E10000024,Upper tier local authority,03/03/2020,3,4
Oxfordshire,E10000025,Upper tier local authority,03/03/2020,3,4
Sheffield,E08000019,Upper tier local authority,03/03/2020,1,3
Staffordshire,E10000028,Upper tier local authority,03/03/2020,1,2
Surrey,E10000030,Upper tier local authority,03/03/2020,2,4
Swindon,E06000030,Upper tier local authority,03/03/2020,1,1
Wandsworth,E09000032,Upper tier local authority,03/03/2020,1,3
Westminster,E09000033,Upper tier local authority,03/03/2020,1,2
Wigan,E08000010,Upper tier local authority,03/03/2020,2,3
Wiltshire,E06000054,Upper tier local authority,03/03/2020,2,3
Wokingham,E06000041,Upper tier local authority,03/03/2020,1,2
England,E92000001,Country,02/03/2020,39,118
West Midlands,E12000005,Region,02/03/2020,4,8
North West,E12000002,Region,02/03/2020,6,15
East Midlands,E12000004,Region,02/03/2020,2,8
South West,E12000009,Region,02/03/2020,8,13
London,E12000007,Region,02/03/2020,12,35
Yorkshire and The Humber,E12000003,Region,02/03/2020,3,9
North East,E12000001,Region,02/03/2020,1,1
South East,E12000008,Region,02/03/2020,1,15
Barnsley,E08000016,Upper tier local authority,02/03/2020,1,1
Birmingham,E08000025,Upper tier local authority,02/03/2020,1,2
Camden,E09000007,Upper tier local authority,02/03/2020,2,2
Cheshire West and Chester,E06000050,Upper tier local authority,02/03/2020,1,1
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,02/03/2020,1,1
Derbyshire,E10000007,Upper tier local authority,02/03/2020,2,3
Devon,E10000008,Upper tier local authority,02/03/2020,3,5
Ealing,E09000009,Upper tier local authority,02/03/2020,1,3
Hillingdon,E09000017,Upper tier local authority,02/03/2020,1,1
Hounslow,E09000018,Upper tier local authority,02/03/2020,1,3
Kensington and Chelsea,E09000020,Upper tier local authority,02/03/2020,4,6
Liverpool,E08000012,Upper tier local authority,02/03/2020,1,1
