"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"1371","Brighton and Hove","E06000043","Upper tier local authority","2020-04-13",9,249
"1372","Brent","E09000005","Upper tier local authority","2020-04-13",26,1093
"1373","Bradford","E08000032","Upper tier local authority","2020-04-13",13,465
"1374","Bracknell Forest","E06000036","Upper tier local authority","2020-04-13",15,142
"1375","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-13",14,268
"1376","Bolton","E08000001","Upper tier local authority","2020-04-13",32,459
"1377","Blackpool","E06000009","Upper tier local authority","2020-04-13",15,189
"1378","Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-13",11,188
"1379","Birmingham","E08000025","Upper tier local authority","2020-04-13",45,1994
"1380","Bexley","E09000004","Upper tier local authority","2020-04-13",10,451
"1381","Bedford","E06000055","Upper tier local authority","2020-04-13",16,264
"1382","Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-13",6,143
"1383","Barnsley","E08000016","Upper tier local authority","2020-04-13",32,413
"1384","Barnet","E09000003","Upper tier local authority","2020-04-13",21,1011
"1385","Barking and Dagenham","E09000002","Upper tier local authority","2020-04-13",17,356
"1386","Yorkshire and The Humber","E12000003","Region","2020-04-13",309,5940
"1387","West Midlands","E12000005","Region","2020-04-13",305,8330
"1388","South West","E12000009","Region","2020-04-13",193,3919
"1389","South East","E12000008","Region","2020-04-13",549,10988
"1390","North West","E12000002","Region","2020-04-13",529,12137
"1391","North East","E12000001","Region","2020-04-13",228,4663
"1392","London","E12000007","Region","2020-04-13",565,19718
"1393","East of England","E12000006","Region","2020-04-13",295,6756
"1394","East Midlands","E12000004","Region","2020-04-13",135,4556
"1395","England","E92000001","Nation","2020-04-13",3273,80125
"1396","York","E06000014","Upper tier local authority","2020-04-12",5,134
"1397","Worcestershire","E10000034","Upper tier local authority","2020-04-12",22,711
"1398","Wolverhampton","E08000031","Upper tier local authority","2020-04-12",9,469
"1399","Wokingham","E06000041","Upper tier local authority","2020-04-12",11,190
"1400","Wirral","E08000015","Upper tier local authority","2020-04-12",27,614
"1401","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-12",6,163
"1402","Wiltshire","E06000054","Upper tier local authority","2020-04-12",11,263
"1403","Wigan","E08000010","Upper tier local authority","2020-04-12",9,334
"1404","Westminster","E09000033","Upper tier local authority","2020-04-12",8,507
"1405","West Sussex","E10000032","Upper tier local authority","2020-04-12",29,690
"1406","West Berkshire","E06000037","Upper tier local authority","2020-04-12",7,173
"1407","Warwickshire","E10000031","Upper tier local authority","2020-04-12",22,718
"1408","Warrington","E06000007","Upper tier local authority","2020-04-12",8,357
"1409","Wandsworth","E09000032","Upper tier local authority","2020-04-12",6,760
"1410","Waltham Forest","E09000031","Upper tier local authority","2020-04-12",18,561
"1411","Walsall","E08000030","Upper tier local authority","2020-04-12",13,587
"1412","Wakefield","E08000036","Upper tier local authority","2020-04-12",18,335
"1413","Trafford","E08000009","Upper tier local authority","2020-04-12",10,395
"1414","Tower Hamlets","E09000030","Upper tier local authority","2020-04-12",14,505
"1415","Torbay","E06000027","Upper tier local authority","2020-04-12",2,101
"1416","Thurrock","E06000034","Upper tier local authority","2020-04-12",5,204
"1417","Telford and Wrekin","E06000020","Upper tier local authority","2020-04-12",3,136
"1418","Tameside","E08000008","Upper tier local authority","2020-04-12",18,303
"1419","Swindon","E06000030","Upper tier local authority","2020-04-12",10,196
"1420","Sutton","E09000029","Upper tier local authority","2020-04-12",5,455
"1421","Surrey","E10000030","Upper tier local authority","2020-04-12",54,1666
"1422","Sunderland","E08000024","Upper tier local authority","2020-04-12",29,705
"1423","Suffolk","E10000029","Upper tier local authority","2020-04-12",23,520
"1424","Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-12",10,210
"1425","Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-12",7,208
"1426","Stockport","E08000007","Upper tier local authority","2020-04-12",14,509
"1427","Staffordshire","E10000028","Upper tier local authority","2020-04-12",35,990
"1428","St. Helens","E08000013","Upper tier local authority","2020-04-12",14,400
"1429","Southwark","E09000028","Upper tier local authority","2020-04-12",11,986
"1430","Southend-on-Sea","E06000033","Upper tier local authority","2020-04-12",7,228
"1431","Southampton","E06000045","Upper tier local authority","2020-04-12",10,275
"1432","South Tyneside","E08000023","Upper tier local authority","2020-04-12",9,238
"1433","South Gloucestershire","E06000025","Upper tier local authority","2020-04-12",4,222
"1434","Somerset","E10000027","Upper tier local authority","2020-04-12",11,234
"1435","Solihull","E08000029","Upper tier local authority","2020-04-12",7,367
"1436","Slough","E06000039","Upper tier local authority","2020-04-12",9,251
"1437","Shropshire","E06000051","Upper tier local authority","2020-04-12",16,262
"1438","Sheffield","E08000019","Upper tier local authority","2020-04-12",34,1392
"1439","Sefton","E08000014","Upper tier local authority","2020-04-12",21,521
"1440","Sandwell","E08000028","Upper tier local authority","2020-04-12",18,596
"1441","Salford","E08000006","Upper tier local authority","2020-04-12",11,373
"1442","Rutland","E06000017","Upper tier local authority","2020-04-12",1,11
"1443","Rotherham","E08000018","Upper tier local authority","2020-04-12",24,384
"1444","Rochdale","E08000005","Upper tier local authority","2020-04-12",1,272
"1445","Richmond upon Thames","E09000027","Upper tier local authority","2020-04-12",8,294
"1446","Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-12",8,181
"1447","Redbridge","E09000026","Upper tier local authority","2020-04-12",24,535
"1448","Reading","E06000038","Upper tier local authority","2020-04-12",25,226
"1449","Portsmouth","E06000044","Upper tier local authority","2020-04-12",7,190
"1450","Plymouth","E06000026","Upper tier local authority","2020-04-12",7,149
"1451","Peterborough","E06000031","Upper tier local authority","2020-04-12",2,108
"1452","Oxfordshire","E10000025","Upper tier local authority","2020-04-12",39,984
"1453","Oldham","E08000004","Upper tier local authority","2020-04-12",15,369
"1454","Nottinghamshire","E10000024","Upper tier local authority","2020-04-12",28,714
"1455","Nottingham","E06000018","Upper tier local authority","2020-04-12",11,318
"1456","Northumberland","E06000057","Upper tier local authority","2020-04-12",37,458
"1457","Northamptonshire","E10000021","Upper tier local authority","2020-04-12",19,761
"1458","North Yorkshire","E10000023","Upper tier local authority","2020-04-12",27,508
"1459","North Tyneside","E08000022","Upper tier local authority","2020-04-12",7,321
"1460","North Somerset","E06000024","Upper tier local authority","2020-04-12",1,125
"1461","North Lincolnshire","E06000013","Upper tier local authority","2020-04-12",8,129
"1462","North East Lincolnshire","E06000012","Upper tier local authority","2020-04-12",2,80
"1463","Norfolk","E10000020","Upper tier local authority","2020-04-12",40,734
"1464","Newham","E09000025","Upper tier local authority","2020-04-12",14,784
"1465","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-12",17,607
"1466","Milton Keynes","E06000042","Upper tier local authority","2020-04-12",6,318
"1467","Middlesbrough","E06000002","Upper tier local authority","2020-04-12",14,301
"1468","Merton","E09000024","Upper tier local authority","2020-04-12",9,517
"1469","Medway","E06000035","Upper tier local authority","2020-04-12",13,411
"1470","Manchester","E08000003","Upper tier local authority","2020-04-12",31,717
"1471","Luton","E06000032","Upper tier local authority","2020-04-12",23,420
"1472","Liverpool","E08000012","Upper tier local authority","2020-04-12",35,969
"1473","Lincolnshire","E10000019","Upper tier local authority","2020-04-12",24,496
"1474","Lewisham","E09000023","Upper tier local authority","2020-04-12",12,710
"1475","Leicestershire","E10000018","Upper tier local authority","2020-04-12",12,558
"1476","Leicester","E06000016","Upper tier local authority","2020-04-12",22,410
"1477","Leeds","E08000035","Upper tier local authority","2020-04-12",38,709
"1478","Lancashire","E10000017","Upper tier local authority","2020-04-12",61,1687
"1479","Lambeth","E09000022","Upper tier local authority","2020-04-12",16,945
"1480","Knowsley","E08000011","Upper tier local authority","2020-04-12",8,325
"1481","Kirklees","E08000034","Upper tier local authority","2020-04-12",6,343
"1482","Kingston upon Thames","E09000021","Upper tier local authority","2020-04-12",9,310
"1483","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-12",10,147
"1484","Kent","E10000016","Upper tier local authority","2020-04-12",117,1840
"1485","Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-12",3,376
"1486","Islington","E09000019","Upper tier local authority","2020-04-12",7,337
"1487","Isle of Wight","E06000046","Upper tier local authority","2020-04-12",2,55
"1488","Hounslow","E09000018","Upper tier local authority","2020-04-12",10,503
"1489","Hillingdon","E09000017","Upper tier local authority","2020-04-12",11,540
"1490","Hertfordshire","E10000015","Upper tier local authority","2020-04-12",51,1597
"1491","Herefordshire, County of","E06000019","Upper tier local authority","2020-04-12",9,117
"1492","Havering","E09000016","Upper tier local authority","2020-04-12",19,482
"1493","Hartlepool","E06000001","Upper tier local authority","2020-04-12",2,75
"1494","Harrow","E09000015","Upper tier local authority","2020-04-12",13,689
"1495","Haringey","E09000014","Upper tier local authority","2020-04-12",12,443
"1496","Hampshire","E10000014","Upper tier local authority","2020-04-12",71,1754
"1497","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-12",7,398
"1498","Halton","E06000006","Upper tier local authority","2020-04-12",4,215
"1499","Hackney","E09000012","Upper tier local authority","2020-04-12",10,514
"1500","Greenwich","E09000011","Upper tier local authority","2020-04-12",13,492
"1501","Gloucestershire","E10000013","Upper tier local authority","2020-04-12",38,732
"1502","Gateshead","E08000037","Upper tier local authority","2020-04-12",21,473
"1503","Essex","E10000012","Upper tier local authority","2020-04-12",47,1646
"1504","Enfield","E09000010","Upper tier local authority","2020-04-12",22,595
"1505","East Sussex","E10000011","Upper tier local authority","2020-04-12",12,361
"1506","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-12",16,241
"1507","Ealing","E09000009","Upper tier local authority","2020-04-12",20,789
"1508","Dudley","E08000027","Upper tier local authority","2020-04-12",12,475
"1509","Dorset","E06000059","Upper tier local authority","2020-04-12",5,210
"1510","Doncaster","E08000017","Upper tier local authority","2020-04-12",8,246
"1511","Devon","E10000008","Upper tier local authority","2020-04-12",31,419
"1512","Derbyshire","E10000007","Upper tier local authority","2020-04-12",21,780
"1513","Derby","E06000015","Upper tier local authority","2020-04-12",9,373
"1514","Darlington","E06000005","Upper tier local authority","2020-04-12",15,149
"1515","Cumbria","E10000006","Upper tier local authority","2020-04-12",34,1293
"1516","Croydon","E09000008","Upper tier local authority","2020-04-12",26,1038
"1517","Coventry","E08000026","Upper tier local authority","2020-04-12",21,438
"1518","County Durham","E06000047","Upper tier local authority","2020-04-12",26,719
"1519","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-12",20,320
"1520","Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-12",27,466
"1521","Cheshire East","E06000049","Upper tier local authority","2020-04-12",19,453
"1522","Central Bedfordshire","E06000056","Upper tier local authority","2020-04-12",17,321
"1523","Camden","E09000007","Upper tier local authority","2020-04-12",8,448
"1524","Cambridgeshire","E10000003","Upper tier local authority","2020-04-12",13,435
"1525","Calderdale","E08000033","Upper tier local authority","2020-04-12",8,150
"1526","Bury","E08000002","Upper tier local authority","2020-04-12",9,258
"1527","Buckinghamshire","E10000002","Upper tier local authority","2020-04-12",7,525
"1528","Bromley","E09000006","Upper tier local authority","2020-04-12",11,790
"1529","Bristol, City of","E06000023","Upper tier local authority","2020-04-12",14,364
"1530","Brighton and Hove","E06000043","Upper tier local authority","2020-04-12",11,240
"1531","Brent","E09000005","Upper tier local authority","2020-04-12",26,1067
"1532","Bradford","E08000032","Upper tier local authority","2020-04-12",22,452
"1533","Bracknell Forest","E06000036","Upper tier local authority","2020-04-12",7,127
"1534","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-12",21,254
"1535","Bolton","E08000001","Upper tier local authority","2020-04-12",20,427
"1536","Blackpool","E06000009","Upper tier local authority","2020-04-12",11,174
"1537","Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-12",12,177
"1538","Birmingham","E08000025","Upper tier local authority","2020-04-12",50,1949
"1539","Bexley","E09000004","Upper tier local authority","2020-04-12",6,441
"1540","Bedford","E06000055","Upper tier local authority","2020-04-12",10,248
"1541","Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-12",2,137
"1542","Barnsley","E08000016","Upper tier local authority","2020-04-12",21,381
"1543","Barnet","E09000003","Upper tier local authority","2020-04-12",17,990
"1544","Barking and Dagenham","E09000002","Upper tier local authority","2020-04-12",15,339
"1545","Yorkshire and The Humber","E12000003","Region","2020-04-12",247,5631
"1546","West Midlands","E12000005","Region","2020-04-12",247,8025
"1547","South West","E12000009","Region","2020-04-12",177,3726
"1548","South East","E12000008","Region","2020-04-12",443,10439
"1549","North West","E12000002","Region","2020-04-12",419,11608
"1550","North East","E12000001","Region","2020-04-12",192,4435
"1551","London","E12000007","Region","2020-04-12",410,19153
"1552","East of England","E12000006","Region","2020-04-12",238,6461
"1553","East Midlands","E12000004","Region","2020-04-12",147,4421
"1554","England","E92000001","Nation","2020-04-12",2605,76852
"1555","York","E06000014","Upper tier local authority","2020-04-11",3,129
"1556","Worcestershire","E10000034","Upper tier local authority","2020-04-11",37,689
"1557","Wolverhampton","E08000031","Upper tier local authority","2020-04-11",10,460
"1558","Wokingham","E06000041","Upper tier local authority","2020-04-11",3,179
"1559","Wirral","E08000015","Upper tier local authority","2020-04-11",35,587
"1560","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-11",9,157
"1561","Wiltshire","E06000054","Upper tier local authority","2020-04-11",16,252
"1562","Wigan","E08000010","Upper tier local authority","2020-04-11",26,325
"1563","Westminster","E09000033","Upper tier local authority","2020-04-11",11,499
"1564","West Sussex","E10000032","Upper tier local authority","2020-04-11",27,661
"1565","West Berkshire","E06000037","Upper tier local authority","2020-04-11",9,166
"1566","Warwickshire","E10000031","Upper tier local authority","2020-04-11",34,696
"1567","Warrington","E06000007","Upper tier local authority","2020-04-11",17,349
"1568","Wandsworth","E09000032","Upper tier local authority","2020-04-11",14,754
"1569","Waltham Forest","E09000031","Upper tier local authority","2020-04-11",15,543
"1570","Walsall","E08000030","Upper tier local authority","2020-04-11",9,574
"1571","Wakefield","E08000036","Upper tier local authority","2020-04-11",8,317
"1572","Trafford","E08000009","Upper tier local authority","2020-04-11",14,385
"1573","Tower Hamlets","E09000030","Upper tier local authority","2020-04-11",13,491
"1574","Torbay","E06000027","Upper tier local authority","2020-04-11",1,99
"1575","Thurrock","E06000034","Upper tier local authority","2020-04-11",8,199
"1576","Telford and Wrekin","E06000020","Upper tier local authority","2020-04-11",2,133
"1577","Tameside","E08000008","Upper tier local authority","2020-04-11",7,285
"1578","Swindon","E06000030","Upper tier local authority","2020-04-11",17,186
"1579","Sutton","E09000029","Upper tier local authority","2020-04-11",20,450
"1580","Surrey","E10000030","Upper tier local authority","2020-04-11",66,1612
"1581","Sunderland","E08000024","Upper tier local authority","2020-04-11",47,676
"1582","Suffolk","E10000029","Upper tier local authority","2020-04-11",23,497
"1583","Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-11",11,200
"1584","Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-11",4,201
"1585","Stockport","E08000007","Upper tier local authority","2020-04-11",26,495
"1586","Staffordshire","E10000028","Upper tier local authority","2020-04-11",39,955
"1587","St. Helens","E08000013","Upper tier local authority","2020-04-11",10,386
"1588","Southwark","E09000028","Upper tier local authority","2020-04-11",27,975
"1589","Southend-on-Sea","E06000033","Upper tier local authority","2020-04-11",4,221
"1590","Southampton","E06000045","Upper tier local authority","2020-04-11",7,265
"1591","South Tyneside","E08000023","Upper tier local authority","2020-04-11",12,229
"1592","South Gloucestershire","E06000025","Upper tier local authority","2020-04-11",6,218
"1593","Somerset","E10000027","Upper tier local authority","2020-04-11",18,223
"1594","Solihull","E08000029","Upper tier local authority","2020-04-11",13,360
"1595","Slough","E06000039","Upper tier local authority","2020-04-11",12,242
"1596","Shropshire","E06000051","Upper tier local authority","2020-04-11",8,246
"1597","Sheffield","E08000019","Upper tier local authority","2020-04-11",52,1358
"1598","Sefton","E08000014","Upper tier local authority","2020-04-11",27,500
"1599","Sandwell","E08000028","Upper tier local authority","2020-04-11",12,578
"1600","Salford","E08000006","Upper tier local authority","2020-04-11",10,362
"1601","Rotherham","E08000018","Upper tier local authority","2020-04-11",10,360
"1602","Rochdale","E08000005","Upper tier local authority","2020-04-11",5,271
"1603","Richmond upon Thames","E09000027","Upper tier local authority","2020-04-11",6,286
"1604","Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-11",16,173
"1605","Redbridge","E09000026","Upper tier local authority","2020-04-11",11,511
"1606","Reading","E06000038","Upper tier local authority","2020-04-11",9,201
"1607","Portsmouth","E06000044","Upper tier local authority","2020-04-11",13,183
"1608","Plymouth","E06000026","Upper tier local authority","2020-04-11",1,142
"1609","Peterborough","E06000031","Upper tier local authority","2020-04-11",2,106
"1610","Oxfordshire","E10000025","Upper tier local authority","2020-04-11",31,945
"1611","Oldham","E08000004","Upper tier local authority","2020-04-11",23,354
"1612","Nottinghamshire","E10000024","Upper tier local authority","2020-04-11",23,686
"1613","Nottingham","E06000018","Upper tier local authority","2020-04-11",12,307
"1614","Northumberland","E06000057","Upper tier local authority","2020-04-11",39,421
"1615","Northamptonshire","E10000021","Upper tier local authority","2020-04-11",33,742
"1616","North Yorkshire","E10000023","Upper tier local authority","2020-04-11",24,481
"1617","North Tyneside","E08000022","Upper tier local authority","2020-04-11",16,314
"1618","North Somerset","E06000024","Upper tier local authority","2020-04-11",7,124
"1619","North Lincolnshire","E06000013","Upper tier local authority","2020-04-11",16,121
"1620","North East Lincolnshire","E06000012","Upper tier local authority","2020-04-11",5,78
"1621","Norfolk","E10000020","Upper tier local authority","2020-04-11",52,694
"1622","Newham","E09000025","Upper tier local authority","2020-04-11",28,770
"1623","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-11",20,590
"1624","Milton Keynes","E06000042","Upper tier local authority","2020-04-11",14,312
"1625","Middlesbrough","E06000002","Upper tier local authority","2020-04-11",15,287
"1626","Merton","E09000024","Upper tier local authority","2020-04-11",18,508
"1627","Medway","E06000035","Upper tier local authority","2020-04-11",16,398
"1628","Manchester","E08000003","Upper tier local authority","2020-04-11",41,686
"1629","Luton","E06000032","Upper tier local authority","2020-04-11",16,397
"1630","Liverpool","E08000012","Upper tier local authority","2020-04-11",40,934
"1631","Lincolnshire","E10000019","Upper tier local authority","2020-04-11",21,472
"1632","Lewisham","E09000023","Upper tier local authority","2020-04-11",14,698
"1633","Leicestershire","E10000018","Upper tier local authority","2020-04-11",23,546
"1634","Leicester","E06000016","Upper tier local authority","2020-04-11",17,388
"1635","Leeds","E08000035","Upper tier local authority","2020-04-11",35,671
"1636","Lancashire","E10000017","Upper tier local authority","2020-04-11",90,1626
"1637","Lambeth","E09000022","Upper tier local authority","2020-04-11",45,929
"1638","Knowsley","E08000011","Upper tier local authority","2020-04-11",16,317
"1639","Kirklees","E08000034","Upper tier local authority","2020-04-11",15,337
"1640","Kingston upon Thames","E09000021","Upper tier local authority","2020-04-11",4,301
"1641","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-11",14,137
"1642","Kent","E10000016","Upper tier local authority","2020-04-11",59,1723
"1643","Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-11",4,373
"1644","Islington","E09000019","Upper tier local authority","2020-04-11",3,330
"1645","Isle of Wight","E06000046","Upper tier local authority","2020-04-11",2,53
"1646","Hounslow","E09000018","Upper tier local authority","2020-04-11",9,493
"1647","Hillingdon","E09000017","Upper tier local authority","2020-04-11",17,529
"1648","Hertfordshire","E10000015","Upper tier local authority","2020-04-11",55,1546
"1649","Herefordshire, County of","E06000019","Upper tier local authority","2020-04-11",6,108
"1650","Havering","E09000016","Upper tier local authority","2020-04-11",18,463
"1651","Harrow","E09000015","Upper tier local authority","2020-04-11",16,676
"1652","Haringey","E09000014","Upper tier local authority","2020-04-11",9,431
"1653","Hampshire","E10000014","Upper tier local authority","2020-04-11",52,1683
"1654","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-11",4,391
"1655","Halton","E06000006","Upper tier local authority","2020-04-11",11,211
"1656","Hackney","E09000012","Upper tier local authority","2020-04-11",15,504
"1657","Greenwich","E09000011","Upper tier local authority","2020-04-11",11,479
"1658","Gloucestershire","E10000013","Upper tier local authority","2020-04-11",32,694
"1659","Gateshead","E08000037","Upper tier local authority","2020-04-11",25,452
"1660","Essex","E10000012","Upper tier local authority","2020-04-11",61,1599
"1661","Enfield","E09000010","Upper tier local authority","2020-04-11",21,573
"1662","East Sussex","E10000011","Upper tier local authority","2020-04-11",12,349
"1663","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-11",6,225
"1664","Ealing","E09000009","Upper tier local authority","2020-04-11",26,769
"1665","Dudley","E08000027","Upper tier local authority","2020-04-11",20,463
"1666","Dorset","E06000059","Upper tier local authority","2020-04-11",3,205
"1667","Doncaster","E08000017","Upper tier local authority","2020-04-11",8,238
"1668","Devon","E10000008","Upper tier local authority","2020-04-11",16,388
"1669","Derbyshire","E10000007","Upper tier local authority","2020-04-11",23,759
"1670","Derby","E06000015","Upper tier local authority","2020-04-11",13,364
"1671","Darlington","E06000005","Upper tier local authority","2020-04-11",9,134
"1672","Cumbria","E10000006","Upper tier local authority","2020-04-11",25,1259
"1673","Croydon","E09000008","Upper tier local authority","2020-04-11",22,1012
"1674","Coventry","E08000026","Upper tier local authority","2020-04-11",15,417
"1675","County Durham","E06000047","Upper tier local authority","2020-04-11",48,693
"1676","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-11",13,300
"1677","Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-11",15,439
"1678","Cheshire East","E06000049","Upper tier local authority","2020-04-11",29,434
"1679","Central Bedfordshire","E06000056","Upper tier local authority","2020-04-11",14,304
"1680","Camden","E09000007","Upper tier local authority","2020-04-11",9,440
"1681","Cambridgeshire","E10000003","Upper tier local authority","2020-04-11",16,422
"1682","Calderdale","E08000033","Upper tier local authority","2020-04-11",3,142
"1683","Bury","E08000002","Upper tier local authority","2020-04-11",16,249
"1684","Buckinghamshire","E10000002","Upper tier local authority","2020-04-11",19,518
"1685","Bromley","E09000006","Upper tier local authority","2020-04-11",23,779
"1686","Bristol, City of","E06000023","Upper tier local authority","2020-04-11",26,350
"1687","Brighton and Hove","E06000043","Upper tier local authority","2020-04-11",8,229
"1688","Brent","E09000005","Upper tier local authority","2020-04-11",22,1041
"1689","Bradford","E08000032","Upper tier local authority","2020-04-11",17,430
"1690","Bracknell Forest","E06000036","Upper tier local authority","2020-04-11",9,120
"1691","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-11",7,233
"1692","Bolton","E08000001","Upper tier local authority","2020-04-11",30,407
"1693","Blackpool","E06000009","Upper tier local authority","2020-04-11",15,163
"1694","Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-11",10,165
"1695","Birmingham","E08000025","Upper tier local authority","2020-04-11",31,1899
"1696","Bexley","E09000004","Upper tier local authority","2020-04-11",13,435
"1697","Bedford","E06000055","Upper tier local authority","2020-04-11",9,238
"1698","Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-11",10,135
"1699","Barnsley","E08000016","Upper tier local authority","2020-04-11",24,360
"1700","Barnet","E09000003","Upper tier local authority","2020-04-11",20,973
"1701","Barking and Dagenham","E09000002","Upper tier local authority","2020-04-11",4,324
"1702","Yorkshire and The Humber","E12000003","Region","2020-04-11",240,5384
"1703","West Midlands","E12000005","Region","2020-04-11",247,7778
"1704","South West","E12000009","Region","2020-04-11",173,3549
"1705","South East","E12000008","Region","2020-04-11",377,9996
"1706","North West","E12000002","Region","2020-04-11",538,11189
"1707","North East","E12000001","Region","2020-04-11",251,4243
"1708","London","E12000007","Region","2020-04-11",492,18743
"1709","East of England","E12000006","Region","2020-04-11",260,6223
"1710","East Midlands","E12000004","Region","2020-04-11",165,4274
"1711","England","E92000001","Nation","2020-04-11",2906,74247
"1712","York","E06000014","Upper tier local authority","2020-04-10",6,126
"1713","Worcestershire","E10000034","Upper tier local authority","2020-04-10",31,652
"1714","Wolverhampton","E08000031","Upper tier local authority","2020-04-10",25,450
"1715","Wokingham","E06000041","Upper tier local authority","2020-04-10",16,176
"1716","Wirral","E08000015","Upper tier local authority","2020-04-10",30,552
"1717","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-10",2,148
"1718","Wiltshire","E06000054","Upper tier local authority","2020-04-10",5,236
"1719","Wigan","E08000010","Upper tier local authority","2020-04-10",17,299
"1720","Westminster","E09000033","Upper tier local authority","2020-04-10",9,488
"1721","West Sussex","E10000032","Upper tier local authority","2020-04-10",26,634
"1722","West Berkshire","E06000037","Upper tier local authority","2020-04-10",13,157
"1723","Warwickshire","E10000031","Upper tier local authority","2020-04-10",30,662
"1724","Warrington","E06000007","Upper tier local authority","2020-04-10",28,332
"1725","Wandsworth","E09000032","Upper tier local authority","2020-04-10",30,740
"1726","Waltham Forest","E09000031","Upper tier local authority","2020-04-10",16,528
"1727","Walsall","E08000030","Upper tier local authority","2020-04-10",21,565
"1728","Wakefield","E08000036","Upper tier local authority","2020-04-10",14,309
"1729","Trafford","E08000009","Upper tier local authority","2020-04-10",22,371
"1730","Tower Hamlets","E09000030","Upper tier local authority","2020-04-10",15,478
"1731","Torbay","E06000027","Upper tier local authority","2020-04-10",5,98
"1732","Thurrock","E06000034","Upper tier local authority","2020-04-10",4,191
"1733","Telford and Wrekin","E06000020","Upper tier local authority","2020-04-10",7,131
"1734","Tameside","E08000008","Upper tier local authority","2020-04-10",10,278
"1735","Swindon","E06000030","Upper tier local authority","2020-04-10",14,169
"1736","Sutton","E09000029","Upper tier local authority","2020-04-10",14,430
"1737","Surrey","E10000030","Upper tier local authority","2020-04-10",82,1546
"1738","Sunderland","E08000024","Upper tier local authority","2020-04-10",37,629
"1739","Suffolk","E10000029","Upper tier local authority","2020-04-10",33,474
"1740","Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-10",24,189
"1741","Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-10",5,197
"1742","Stockport","E08000007","Upper tier local authority","2020-04-10",33,469
"1743","Staffordshire","E10000028","Upper tier local authority","2020-04-10",60,916
"1744","St. Helens","E08000013","Upper tier local authority","2020-04-10",11,376
"1745","Southwark","E09000028","Upper tier local authority","2020-04-10",30,948
"1746","Southend-on-Sea","E06000033","Upper tier local authority","2020-04-10",10,217
"1747","Southampton","E06000045","Upper tier local authority","2020-04-10",9,258
"1748","South Tyneside","E08000023","Upper tier local authority","2020-04-10",18,217
"1749","South Gloucestershire","E06000025","Upper tier local authority","2020-04-10",6,212
"1750","Somerset","E10000027","Upper tier local authority","2020-04-10",16,205
"1751","Solihull","E08000029","Upper tier local authority","2020-04-10",22,347
"1752","Slough","E06000039","Upper tier local authority","2020-04-10",14,230
"1753","Shropshire","E06000051","Upper tier local authority","2020-04-10",6,238
"1754","Sheffield","E08000019","Upper tier local authority","2020-04-10",57,1306
"1755","Sefton","E08000014","Upper tier local authority","2020-04-10",14,473
"1756","Sandwell","E08000028","Upper tier local authority","2020-04-10",36,566
"1757","Salford","E08000006","Upper tier local authority","2020-04-10",22,352
"1758","Rutland","E06000017","Upper tier local authority","2020-04-10",1,10
"1759","Rotherham","E08000018","Upper tier local authority","2020-04-10",22,350
"1760","Rochdale","E08000005","Upper tier local authority","2020-04-10",13,266
"1761","Richmond upon Thames","E09000027","Upper tier local authority","2020-04-10",8,280
"1762","Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-10",8,157
"1763","Redbridge","E09000026","Upper tier local authority","2020-04-10",11,500
"1764","Reading","E06000038","Upper tier local authority","2020-04-10",14,192
"1765","Portsmouth","E06000044","Upper tier local authority","2020-04-10",9,170
