"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"399","Greenwich","E09000011","Upper tier local authority","2020-04-19",4,572
"400","Gloucestershire","E10000013","Upper tier local authority","2020-04-19",29,985
"401","Gateshead","E08000037","Upper tier local authority","2020-04-19",16,613
"402","Essex","E10000012","Upper tier local authority","2020-04-19",4,1975
"403","Enfield","E09000010","Upper tier local authority","2020-04-19",7,718
"404","East Sussex","E10000011","Upper tier local authority","2020-04-19",4,456
"405","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-19",21,375
"406","Ealing","E09000009","Upper tier local authority","2020-04-19",11,948
"407","Dudley","E08000027","Upper tier local authority","2020-04-19",12,615
"408","Dorset","E06000059","Upper tier local authority","2020-04-19",5,260
"409","Devon","E10000008","Upper tier local authority","2020-04-19",6,565
"410","Derbyshire","E10000007","Upper tier local authority","2020-04-19",22,963
"411","Derby","E06000015","Upper tier local authority","2020-04-19",4,412
"412","Darlington","E06000005","Upper tier local authority","2020-04-19",5,194
"413","Cumbria","E10000006","Upper tier local authority","2020-04-19",18,1540
"414","Croydon","E09000008","Upper tier local authority","2020-04-19",7,1225
"415","County Durham","E06000047","Upper tier local authority","2020-04-19",26,989
"416","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-19",6,413
"417","Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-19",15,605
"418","Cheshire East","E06000049","Upper tier local authority","2020-04-19",20,646
"419","Central Bedfordshire","E06000056","Upper tier local authority","2020-04-19",1,390
"420","Camden","E09000007","Upper tier local authority","2020-04-19",5,528
"421","Cambridgeshire","E10000003","Upper tier local authority","2020-04-19",15,564
"422","Calderdale","E08000033","Upper tier local authority","2020-04-19",2,194
"423","Bury","E08000002","Upper tier local authority","2020-04-19",6,352
"424","Buckinghamshire","E10000002","Upper tier local authority","2020-04-19",14,679
"425","Bromley","E09000006","Upper tier local authority","2020-04-19",9,933
"426","Bristol, City of","E06000023","Upper tier local authority","2020-04-19",11,485
"427","Brighton and Hove","E06000043","Upper tier local authority","2020-04-19",6,321
"428","Brent","E09000005","Upper tier local authority","2020-04-19",14,1252
"429","Bradford","E08000032","Upper tier local authority","2020-04-19",7,593
"430","Bracknell Forest","E06000036","Upper tier local authority","2020-04-19",2,174
"431","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-19",5,348
"432","Bolton","E08000001","Upper tier local authority","2020-04-19",21,601
"433","Blackpool","E06000009","Upper tier local authority","2020-04-19",21,290
"434","Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-19",4,248
"435","Birmingham","E08000025","Upper tier local authority","2020-04-19",31,2412
"436","Bexley","E09000004","Upper tier local authority","2020-04-19",15,542
"437","Bedford","E06000055","Upper tier local authority","2020-04-19",1,340
"438","Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-19",10,181
"439","Barnet","E09000003","Upper tier local authority","2020-04-19",7,1097
"440","Barking and Dagenham","E09000002","Upper tier local authority","2020-04-19",10,414
"441","Yorkshire and The Humber","E12000003","Region","2020-04-19",128,7476
"442","West Midlands","E12000005","Region","2020-04-19",167,10324
"443","South West","E12000009","Region","2020-04-19",153,5097
"444","South East","E12000008","Region","2020-04-19",188,13906
"445","North West","E12000002","Region","2020-04-19",320,15082
"446","North East","E12000001","Region","2020-04-19",150,5870
"447","London","E12000007","Region","2020-04-19",226,22226
"448","East of England","E12000006","Region","2020-04-19",113,8150
"449","East Midlands","E12000004","Region","2020-04-19",135,5536
"450","England","E92000001","Nation","2020-04-19",1653,97791
"451","York","E06000014","Upper tier local authority","2020-04-18",4,186
"452","Worcestershire","E10000034","Upper tier local authority","2020-04-18",32,943
"453","Wolverhampton","E08000031","Upper tier local authority","2020-04-18",15,597
"454","Wokingham","E06000041","Upper tier local authority","2020-04-18",4,280
"455","Wirral","E08000015","Upper tier local authority","2020-04-18",19,808
"456","Wiltshire","E06000054","Upper tier local authority","2020-04-18",16,372
"457","Wigan","E08000010","Upper tier local authority","2020-04-18",18,458
"458","Westminster","E09000033","Upper tier local authority","2020-04-18",3,562
"459","West Sussex","E10000032","Upper tier local authority","2020-04-18",21,900
"460","West Berkshire","E06000037","Upper tier local authority","2020-04-18",13,246
"461","Warwickshire","E10000031","Upper tier local authority","2020-04-18",41,898
"462","Warrington","E06000007","Upper tier local authority","2020-04-18",10,463
"463","Wandsworth","E09000032","Upper tier local authority","2020-04-18",8,856
"464","Waltham Forest","E09000031","Upper tier local authority","2020-04-18",12,646
"465","Walsall","E08000030","Upper tier local authority","2020-04-18",12,718
"466","Wakefield","E08000036","Upper tier local authority","2020-04-18",11,418
"467","Trafford","E08000009","Upper tier local authority","2020-04-18",14,474
"468","Tower Hamlets","E09000030","Upper tier local authority","2020-04-18",3,553
"469","Torbay","E06000027","Upper tier local authority","2020-04-18",3,130
"470","Thurrock","E06000034","Upper tier local authority","2020-04-18",4,235
"471","Telford and Wrekin","E06000020","Upper tier local authority","2020-04-18",17,183
"472","Tameside","E08000008","Upper tier local authority","2020-04-18",7,381
"473","Swindon","E06000030","Upper tier local authority","2020-04-18",6,272
"474","Sutton","E09000029","Upper tier local authority","2020-04-18",2,595
"475","Surrey","E10000030","Upper tier local authority","2020-04-18",34,2123
"476","Sunderland","E08000024","Upper tier local authority","2020-04-18",33,914
"477","Suffolk","E10000029","Upper tier local authority","2020-04-18",21,703
"478","Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-18",12,293
"479","Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-18",6,241
"480","Stockport","E08000007","Upper tier local authority","2020-04-18",20,653
"481","Staffordshire","E10000028","Upper tier local authority","2020-04-18",46,1276
"482","St. Helens","E08000013","Upper tier local authority","2020-04-18",8,498
"483","Southwark","E09000028","Upper tier local authority","2020-04-18",13,1098
"484","Southend-on-Sea","E06000033","Upper tier local authority","2020-04-18",1,256
"485","Southampton","E06000045","Upper tier local authority","2020-04-18",14,360
"486","South Tyneside","E08000023","Upper tier local authority","2020-04-18",13,370
"487","South Gloucestershire","E06000025","Upper tier local authority","2020-04-18",9,273
"488","Somerset","E10000027","Upper tier local authority","2020-04-18",13,360
"489","Solihull","E08000029","Upper tier local authority","2020-04-18",11,447
"490","Slough","E06000039","Upper tier local authority","2020-04-18",8,323
"491","Shropshire","E06000051","Upper tier local authority","2020-04-18",8,348
"492","Sheffield","E08000019","Upper tier local authority","2020-04-18",17,1685
"493","Sefton","E08000014","Upper tier local authority","2020-04-18",11,669
"494","Sandwell","E08000028","Upper tier local authority","2020-04-18",22,778
"495","Salford","E08000006","Upper tier local authority","2020-04-18",12,476
"496","Rotherham","E08000018","Upper tier local authority","2020-04-18",9,513
"497","Rochdale","E08000005","Upper tier local authority","2020-04-18",4,327
"498","Richmond upon Thames","E09000027","Upper tier local authority","2020-04-18",3,334
"499","Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-18",4,220
"500","Redbridge","E09000026","Upper tier local authority","2020-04-18",4,599
"501","Reading","E06000038","Upper tier local authority","2020-04-18",5,364
"502","Portsmouth","E06000044","Upper tier local authority","2020-04-18",5,236
"503","Plymouth","E06000026","Upper tier local authority","2020-04-18",2,201
"504","Peterborough","E06000031","Upper tier local authority","2020-04-18",1,147
"505","Oxfordshire","E10000025","Upper tier local authority","2020-04-18",34,1254
"506","Oldham","E08000004","Upper tier local authority","2020-04-18",18,471
"507","Nottinghamshire","E10000024","Upper tier local authority","2020-04-18",11,899
"508","Nottingham","E06000018","Upper tier local authority","2020-04-18",3,388
"509","Northumberland","E06000057","Upper tier local authority","2020-04-18",24,605
"510","Northamptonshire","E10000021","Upper tier local authority","2020-04-18",25,908
"511","North Yorkshire","E10000023","Upper tier local authority","2020-04-18",18,648
"512","North Tyneside","E08000022","Upper tier local authority","2020-04-18",17,396
"513","North Somerset","E06000024","Upper tier local authority","2020-04-18",6,171
"514","North Lincolnshire","E06000013","Upper tier local authority","2020-04-18",12,211
"515","North East Lincolnshire","E06000012","Upper tier local authority","2020-04-18",2,102
"516","Norfolk","E10000020","Upper tier local authority","2020-04-18",40,1041
"517","Newham","E09000025","Upper tier local authority","2020-04-18",8,870
"518","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-18",16,730
"519","Milton Keynes","E06000042","Upper tier local authority","2020-04-18",4,393
"520","Middlesbrough","E06000002","Upper tier local authority","2020-04-18",22,401
"521","Merton","E09000024","Upper tier local authority","2020-04-18",5,594
"522","Medway","E06000035","Upper tier local authority","2020-04-18",16,508
"523","Manchester","E08000003","Upper tier local authority","2020-04-18",25,865
"524","Luton","E06000032","Upper tier local authority","2020-04-18",4,500
"525","Liverpool","E08000012","Upper tier local authority","2020-04-18",19,1171
"526","Lincolnshire","E10000019","Upper tier local authority","2020-04-18",14,645
"527","Lewisham","E09000023","Upper tier local authority","2020-04-18",6,820
"528","Leicestershire","E10000018","Upper tier local authority","2020-04-18",16,716
"529","Leicester","E06000016","Upper tier local authority","2020-04-18",15,483
"530","Leeds","E08000035","Upper tier local authority","2020-04-18",33,960
"531","Lancashire","E10000017","Upper tier local authority","2020-04-18",75,2178
"532","Lambeth","E09000022","Upper tier local authority","2020-04-18",10,1033
"533","Knowsley","E08000011","Upper tier local authority","2020-04-18",6,426
"534","Kirklees","E08000034","Upper tier local authority","2020-04-18",12,440
"535","Kingston upon Thames","E09000021","Upper tier local authority","2020-04-18",13,389
"536","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-18",24,271
"537","Kent","E10000016","Upper tier local authority","2020-04-18",93,2635
"538","Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-18",6,416
"539","Islington","E09000019","Upper tier local authority","2020-04-18",3,377
"540","Isle of Wight","E06000046","Upper tier local authority","2020-04-18",3,72
"541","Hounslow","E09000018","Upper tier local authority","2020-04-18",10,577
"542","Hillingdon","E09000017","Upper tier local authority","2020-04-18",16,639
"543","Hertfordshire","E10000015","Upper tier local authority","2020-04-18",35,1907
"544","Herefordshire, County of","E06000019","Upper tier local authority","2020-04-18",10,153
"545","Havering","E09000016","Upper tier local authority","2020-04-18",7,563
"546","Hartlepool","E06000001","Upper tier local authority","2020-04-18",10,94
"547","Harrow","E09000015","Upper tier local authority","2020-04-18",11,786
"548","Haringey","E09000014","Upper tier local authority","2020-04-18",3,492
"549","Hampshire","E10000014","Upper tier local authority","2020-04-18",59,2215
"550","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-18",4,487
"551","Halton","E06000006","Upper tier local authority","2020-04-18",4,267
"552","Hackney","E09000012","Upper tier local authority","2020-04-18",5,561
"553","Greenwich","E09000011","Upper tier local authority","2020-04-18",5,568
"554","Gloucestershire","E10000013","Upper tier local authority","2020-04-18",32,956
"555","Gateshead","E08000037","Upper tier local authority","2020-04-18",25,597
"556","Essex","E10000012","Upper tier local authority","2020-04-18",33,1971
"557","Enfield","E09000010","Upper tier local authority","2020-04-18",8,711
"558","East Sussex","E10000011","Upper tier local authority","2020-04-18",14,452
"559","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-18",13,354
"560","Ealing","E09000009","Upper tier local authority","2020-04-18",13,937
"561","Dudley","E08000027","Upper tier local authority","2020-04-18",28,603
"562","Dorset","E06000059","Upper tier local authority","2020-04-18",8,255
"563","Doncaster","E08000017","Upper tier local authority","2020-04-18",1,306
"564","Devon","E10000008","Upper tier local authority","2020-04-18",14,559
"565","Derbyshire","E10000007","Upper tier local authority","2020-04-18",5,941
